sentence,subj_type,subj_PERS,subj_NUM,subj_GEN,subj_ANIM,verb_type,verb_PERS,verb_NUM,verb_finite,has_main,has_embed,has_objrel,has_relative_clause,has_subjrel,incongruence_poss_subj_count,incongruence_poss_obj_count,incongruence_subj_obj_count,incongruence_subj_embedsubj_count,rel_type,clause_type,bound_variable,mean_zipf,sentence_length,long_range_agreement_with_attractor
we see my book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see my books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see our men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see our book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,3.0,,,,,6.0,5,
we see our books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see your men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see your book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see your books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see her woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
we see her man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see her women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see her men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see her book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see her books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see his woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see his man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
we see his women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see his men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see his book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see his books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see its woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see its man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see its women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,3.0,1.0,,,,,6.0,5,
we see its men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see its book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,3.0,,,,,6.0,5,
we see its books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see their woman.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see their man.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see their women.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
we see their men.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
we see their book.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see their books.,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
we saw my woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw my man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw my women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
we saw my men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
we saw my book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,3.0,,,,,5.0,5,
we saw my books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw our woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw our man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw our women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw our men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw our book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,3.0,,,,,5.0,5,
we saw our books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw your woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw your man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw your women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw your men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw your book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,3.0,,,,,5.0,5,
we saw your books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw her woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
we saw her man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw her women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw her men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
we saw her book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,3.0,,,,,5.0,5,
we saw her books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw his woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw his man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
we saw his women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
we saw his men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
we saw his book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,3.0,,,,,5.0,5,
we saw his books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw its woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
we saw its man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw its women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,3.0,1.0,,,,,5.0,5,
we saw its men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
we saw its book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,3.0,,,,,5.0,5,
we saw its books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw their woman.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw their man.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
we saw their women.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
we saw their men.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
we saw their book.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,3.0,,,,,5.0,5,
we saw their books.,PRO,1.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
they see my woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see my man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see my women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
they see my men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
they see my book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
they see my books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see our woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see our man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see our women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see our men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see our book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
they see our books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see your woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see your man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see your women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see your men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see your book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
they see your books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see her woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
they see her man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see her women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see her men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
they see her book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
they see her books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see his woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see his man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
they see his women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
they see his men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
they see his book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
they see his books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see its woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
they see its man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see its women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,3.0,0.0,,,,,6.0,5,
they see its men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
they see its book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
they see its books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see their woman.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see their man.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
they see their women.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,0.0,,,,,6.0,5,
they see their men.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,0.0,,,,,6.0,5,
they see their book.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
they see their books.,PRO,3.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
they saw my woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw my man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw my women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
they saw my men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
they saw my book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
they saw my books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw our woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw our man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw our women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw our men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw our book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
they saw our books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw your woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw your man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw your women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw your men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw your book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
they saw your books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw her woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
they saw her man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw her women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw her men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
they saw her book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
they saw her books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw his woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw his man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
they saw his women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
they saw his men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
they saw his book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
they saw his books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw its woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
they saw its man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw its women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,3.0,0.0,,,,,5.0,5,
they saw its men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
they saw its book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
they saw its books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw their woman.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw their man.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
they saw their women.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
they saw their men.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
they saw their book.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
they saw their books.,PRO,3.0,pl,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
my woman sees Mary.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,0.0,,,,,4.0,5,
my woman sees John.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman sees the man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,6,
my woman sees the men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,4.0,6,
my woman sees the book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,6,
my woman sees the books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,4.0,6,
my woman sees every man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,6,
my woman sees all men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,4.0,6,
my woman sees me.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman sees you.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman sees him.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman sees her.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,0.0,,,,,4.0,5,
my woman sees it.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman sees us.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,4.0,5,
my woman sees them.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,4.0,5,
my woman saw Mary.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my woman saw John.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my woman saw the man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my woman saw the men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my woman saw the book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my woman saw the books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my woman saw every man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my woman saw all men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my woman saw me.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my woman saw you.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my woman saw him.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my woman saw her.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my woman saw it.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my woman saw us.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,5,
my woman saw them.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees Mary.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees John.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my man sees the woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man sees the women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man sees the book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man sees the books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man sees every woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man sees all women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man sees me.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees you.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees him.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my man sees her.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees it.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man sees us.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,5,
my man sees them.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw Mary.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw John.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my man saw the woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man saw the women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man saw the book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man saw the books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man saw every woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,6,
my man saw all women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,6,
my man saw me.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw you.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw him.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,0.0,,,,,5.0,5,
my man saw her.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw it.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my man saw us.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,2.0,,,,,5.0,5,
my man saw them.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,1.0,,1.0,,,,,5.0,5,
my women see Mary.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,2.0,,1.0,,,,,5.0,5,
my women see John.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,2.0,,2.0,,,,,5.0,5,
my women see the man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,2.0,,2.0,,,,,5.0,6,
my women see the men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,2.0,,1.0,,,,,5.0,6,
my women see the book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,2.0,,2.0,,,,,5.0,6,
